1,ЧяШaВQФNНСР®Т≤НЄБ@ПђТnИжПWМvБ@БiСНЦ±П»УЭМvЛ«Бj,,,,,,,,,,,
2,Сж1Х\Б@ТjПЧХ РlМыЛyВ—РҐС—РФБ|КоЦ{ТPИ Лж,,,,,,,,,,,
3,,,,,,,,,1) БuРlМыПWТЖТnЛжХДНЖБvВЌБCБu01БvВ≈В†ВкВќРlМыПWТЖТnЛжБCБu51БvВ≈В†ВкВќПАРlМыПWТЖТnЛжВ≈В†ВйВ±В∆ВрХ\ВЈБBВ»В®БCОsЛжТђСЇУаВ…РlМыПWТЖТnЛжВвПАРlМыПWТЖТnЛжВ™Х°РФСґНЁВЈВйПкНЗВЌБCРlМыВћСеВЂВҐРlМыПWТЖТnЛжВ©ВзБC01БC02БcБiПАРlМыПWТЖТnЛжВЌ51БC52БcБjВ∆ХtЧ^ВµВƒВҐВйБB,,,
4,,,,,,,,,РlМы,РlМы,РlМы,РҐС—РФ
12301,"45204","001002050"," 198.1. 1","Л{НиМІ","УъУмОs","СеОЪУнМі","УнМі","",40,22,18,16
12302,"45204","001002060"," 198.1. 2","Л{НиМІ","УъУмОs","СеОЪУнМі","УнМі","",31,13,18,15
12303,"45204","001002070"," 199.1. 1","Л{НиМІ","УъУмОs","СеОЪУнМі","УнМі","",118,44,74,56
12304,"45204","001002080"," 199.1. 2","Л{НиМІ","УъУмОs","СеОЪУнМі","УнМі","",4,1,3,3
12305,"45204","001002091"," 200.1. 1","Л{НиМІ","УъУмОs","СеОЪУнМі","УнМі","",106,49,57,41
12306,"45204","001002092"," 201.4.  ","Л{НиМІ","УъУмОs","СеОЪУнМі","УнМі","",24,5,19,2
12307,"45204","001002100"," 199.1. 3","Л{НиМІ","УъУмОs","СеОЪУнМі","УнМі","",47,21,26,23
12308,"45204","001003010"," 200.1. 2","Л{НиМІ","УъУмОs","СеОЪУнМі","ПђРм","",97,43,54,41
12309,"45204","001004010"," 214.1. 5","Л{НиМІ","УъУмОs","СеОЪУнМі","ЦkФVКџ","",11,5,6,4
12310,"45204","003101010"," 234.1. 1","Л{НиМІ","УъУмОs","йKФм","ИкТЪЦЏ","51",53,28,25,23
12311,"45204","003101020"," 234.1. 2","Л{НиМІ","УъУмОs","йKФм","ИкТЪЦЏ","51",19,7,12,10
12312,"45204","003101030"," 234.1. 3","Л{НиМІ","УъУмОs","йKФм","ИкТЪЦЏ","51",16,8,8,10
12313,"45204","003101040"," 233.1. 1","Л{НиМІ","УъУмОs","йKФм","ИкТЪЦЏ","51",40,16,24,18
12314,"45204","003102010"," 228.1. 3","Л{НиМІ","УъУмОs","йKФм","УсТЪЦЏ","51",37,18,19,16
12315,"45204","003102020"," 229.1. 1","Л{НиМІ","УъУмОs","йKФм","УсТЪЦЏ","51",34,17,17,13
12316,"45204","003102030"," 229.1. 2","Л{НиМІ","УъУмОs","йKФм","УсТЪЦЏ","51",29,11,18,14
12317,"45204","003102040"," 229.1. 3","Л{НиМІ","УъУмОs","йKФм","УсТЪЦЏ","51",11,5,6,5
12318,"45204","003102050"," 229.1. 4","Л{НиМІ","УъУмОs","йKФм","УсТЪЦЏ","51",25,12,13,11
12319,"45204","003102060"," 227.1. 2","Л{НиМІ","УъУмОs","йKФм","УсТЪЦЏ","51",45,23,22,21
12320,"45204","003102070"," 227.1. 3","Л{НиМІ","УъУмОs","йKФм","УсТЪЦЏ","51",15,7,8,9
12321,"45204","003102080"," 228.1. 1","Л{НиМІ","УъУмОs","йKФм","УсТЪЦЏ","51",28,16,12,15
12322,"45204","003102090"," 228.1. 2","Л{НиМІ","УъУмОs","йKФм","УсТЪЦЏ","51",45,19,26,22
12323,"45204","003102100"," 224.1. 5","Л{НиМІ","УъУмОs","йKФм","УсТЪЦЏ","51",24,11,13,10
12324,"45204","003102110"," 227.1. 4","Л{НиМІ","УъУмОs","йKФм","УсТЪЦЏ","51",27,15,12,12
12325,"45204","003102120"," 227.1. 1","Л{НиМІ","УъУмОs","йKФм","УсТЪЦЏ","51",24,10,14,9
12326,"45204","003103010"," 224.1. 1","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","51",40,21,19,18
12327,"45204","003103020"," 224.1. 2","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","51",22,12,10,12
12328,"45204","003103030"," 224.1. 3","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","",15,7,8,8
12329,"45204","003103040"," 224.1. 4","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","",11,6,5,5
12330,"45204","003103050"," 223.1. 1","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","51",14,7,7,8
12331,"45204","003103060"," 223.1. 2","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","51",-,-,-,-
12332,"45204","003103070"," 223.1. 3","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","51",27,8,19,12
12333,"45204","003103080"," 223.1. 4","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","51",44,19,25,22
12334,"45204","003103090"," 222.1. 1","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","51",27,12,15,14
12335,"45204","003103100"," 222.1. 2","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","",5,3,2,3
12336,"45204","003103110"," 222.1. 3","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","51",10,7,3,4
12337,"45204","003103120"," 222.1. 4","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","",5,2,3,3
12338,"45204","003103130"," 222.1. 5","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","",19,12,7,11
12339,"45204","003103140"," 222.1. 6","Л{НиМІ","УъУмОs","йKФм","ОOТЪЦЏ","",12,5,7,7
12340,"45204","003104010"," 225.1. 9","Л{НиМІ","УъУмОs","йKФм","ОlТЪЦЏ","",22,11,11,9
12341,"45204","003104020"," 225.1. 5","Л{НиМІ","УъУмОs","йKФм","ОlТЪЦЏ","51",11,5,6,5
12342,"45204","003104030"," 225.1.10","Л{НиМІ","УъУмОs","йKФм","ОlТЪЦЏ","",10,3,7,7
12343,"45204","003104040"," 225.1. 6","Л{НиМІ","УъУмОs","йKФм","ОlТЪЦЏ","51",37,17,20,14
12344,"45204","003104050"," 225.1. 7","Л{НиМІ","УъУмОs","йKФм","ОlТЪЦЏ","51",26,12,14,13
12345,"45204","003105010"," 226.1. 2","Л{НиМІ","УъУмОs","йKФм","М№ТЪЦЏ","51",29,16,13,10
12346,"45204","003105020"," 230.1. 1","Л{НиМІ","УъУмОs","йKФм","М№ТЪЦЏ","51",48,21,27,24
12347,"45204","003105030"," 230.1. 2","Л{НиМІ","УъУмОs","йKФм","М№ТЪЦЏ","51",55,26,29,20
12348,"45204","003105040"," 226.1. 1","Л{НиМІ","УъУмОs","йKФм","М№ТЪЦЏ","51",62,29,33,33
12349,"45204","003106010"," 233.1. 2","Л{НиМІ","УъУмОs","йKФм","ШZТЪЦЏ","51",66,23,43,10
12350,"45204","003106020"," 234.1. 4","Л{НиМІ","УъУмОs","йKФм","ШZТЪЦЏ","51",58,27,31,3
12351,"45204","003106030"," 234.1. 5","Л{НиМІ","УъУмОs","йKФм","ШZТЪЦЏ","51",24,12,12,12
12352,"45204","003106040"," 235.1. 4","Л{НиМІ","УъУмОs","йKФм","ШZТЪЦЏ","",14,6,8,7
12353,"45204","003106050"," 235.1. 5","Л{НиМІ","УъУмОs","йKФм","ШZТЪЦЏ","",7,3,4,3
12354,"45204","003106060"," 235.1. 3","Л{НиМІ","УъУмОs","йKФм","ШZТЪЦЏ","51",92,35,57,23
12355,"45204","003106070"," 233.1. 3","Л{НиМІ","УъУмОs","йKФм","ШZТЪЦЏ","51",57,32,25,25
12356,"45204","003107010"," 232.1. 1","Л{НиМІ","УъУмОs","йKФм","ОµТЪЦЏ","51",58,30,28,26
12357,"45204","003107020"," 235.1. 2","Л{НиМІ","УъУмОs","йKФм","ОµТЪЦЏ","51",25,11,14,16
12358,"45204","003107030"," 235.1. 1","Л{НиМІ","УъУмОs","йKФм","ОµТЪЦЏ","",20,7,13,11
12359,"45204","003107040"," 232.1. 2","Л{НиМІ","УъУмОs","йKФм","ОµТЪЦЏ","",12,5,7,5
12360,"45204","003107050"," 232.1. 3","Л{НиМІ","УъУмОs","йKФм","ОµТЪЦЏ","51",43,17,26,20
12361,"45204","003108010"," 231.1. 1","Л{НиМІ","УъУмОs","йKФм","Ф™ТЪЦЏ","51",37,18,19,20
12362,"45204","003108020"," 231.1. 2","Л{НиМІ","УъУмОs","йKФм","Ф™ТЪЦЏ","51",27,14,13,10
12363,"45204","003108030"," 231.1. 3","Л{НиМІ","УъУмОs","йKФм","Ф™ТЪЦЏ","51",13,7,6,7
12364,"45204","003108040"," 231.1. 4","Л{НиМІ","УъУмОs","йKФм","Ф™ТЪЦЏ","51",15,5,10,9
12365,"45204","003108050"," 231.1. 5","Л{НиМІ","УъУмОs","йKФм","Ф™ТЪЦЏ","51",26,11,15,10
12366,"45204","003108060"," 230.1. 3","Л{НиМІ","УъУмОs","йKФм","Ф™ТЪЦЏ","51",33,18,15,15
12367,"45204","003109010"," 225.1. 8","Л{НиМІ","УъУмОs","йKФм","ЛгТЪЦЏ","",3,1,2,2
12368,"45204","003110010"," 225.1. 1","Л{НиМІ","УъУмОs","йKФм","П\ТЪЦЏ","51",-,-,-,-
12369,"45204","003110020"," 225.1. 2","Л{НиМІ","УъУмОs","йKФм","П\ТЪЦЏ","51",-,-,-,-
12370,"45204","003110030"," 225.1. 3","Л{НиМІ","УъУмОs","йKФм","П\ТЪЦЏ","",8,4,4,3
12371,"45204","003110040"," 225.1. 4","Л{НиМІ","УъУмОs","йKФм","П\ТЪЦЏ","",-,-,-,-
12372,"45204","003201010"," 204.1.  ","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","НrХљ","",45,21,24,24
12373,"45204","003202010"," 205.1.  ","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","ОЫГmФцТЖГmФ™Пd","",81,38,43,36
12374,"45204","003203010"," 206.1.  ","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","ХxУyМіКѕЙє","",80,47,33,39
12375,"45204","003204010"," 207.1. 1","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","ПгФтГPХх","",87,43,44,33
12376,"45204","003204020"," 207.1. 2","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","ПгФтГPХх","",72,35,37,29
12377,"45204","003205010"," 209.1. 1","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","ЙЉЙЃМдЙЉЙЃ","",66,31,35,24
12378,"45204","003206010"," 209.1. 2","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","ЙЉЙЃМіГmФЧ","",113,56,57,43
12379,"45204","003207010"," 210.1. 1","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","ЙЇФ¬Х~","",107,40,67,38
12380,"45204","003207020"," 210.1. 2","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","ЙЇФ¬Х~","",32,18,14,12
12381,"45204","003208010"," 211.1. 1","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","вы","",94,47,47,44
12382,"45204","003208020"," 215.1. 1","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","вы","",42,22,20,15
12383,"45204","003208030"," 211.1. 2","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","вы","",70,35,35,30
12384,"45204","003208040"," 215.1. 2","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","вы","",32,17,15,16
12385,"45204","003208050"," 215.1. 3","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","вы","",38,17,21,18
12386,"45204","003209010"," 212.1. 1","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","МіГmФЧ","",94,46,48,40
12387,"45204","003209020"," 212.1. 2","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","МіГmФЧ","",66,27,39,28
12388,"45204","003209030"," 213.1. 1","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","МіГmФЧ","",41,17,24,20
12389,"45204","003209040"," 213.1. 2","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","МіГmФЧ","",43,19,24,18
12390,"45204","003209050"," 214.1. 1","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","МіГmФЧ","",22,9,13,14
12391,"45204","003209060"," 214.1. 2","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","МіГmФЧ","51",-,-,-,-
12392,"45204","003209070"," 214.1. 3","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","МіГmФЧ","",56,29,27,13
12393,"45204","003212010"," 216.1. 1","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","ЙЇФтГPХх","",55,24,31,26
12394,"45204","003212020"," 216.1. 2","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","ЙЇФтГPХх","",40,19,21,17
12395,"45204","003212030"," 216.1. 3","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","ЙЇФтГPХх","",36,16,20,13
12396,"45204","003213010"," 216.1. 4","Л{НиМІ","УъУмОs","СеОЪФ¬Х~","Н°Тђ","",13,6,7,4
12397,"45204","004001010"," 166.2.  ","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","СеХљ","",12,7,5,5
12398,"45204","004002010"," 171.2.  ","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","Р£УcФц","",11,6,5,8
12399,"45204","004002020"," 172.4.  ","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","Р£УcФц","",31,18,13,3
12400,"45204","004003010"," 173.2.  ","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","ТЖКp","",17,8,9,9
12401,"45204","004004010"," 174.1.  ","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","В¬В√ВзФ™Пd","",83,35,48,28
12402,"45204","004005010"," 175.1.  ","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","УњФVХх","",40,20,20,19
12403,"45204","004005020"," 176.1.  ","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","УњФVХх","",32,14,18,21
12404,"45204","004006010"," 184.1. 1","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","МlВћКџ","",29,12,17,14
12405,"45204","004006020"," 184.1. 2","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","МlВћКџ","",93,44,49,39
12406,"45204","004006030"," 185.1. 1","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","МlВћКџ","",23,13,10,9
12407,"45204","004007010"," 185.1. 2","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","СqК|","",42,16,26,20
12408,"45204","004008010"," 186.1.  ","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","ЙiЛg","",62,26,36,28
12409,"45204","004008020"," 202.1.  ","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","ЙiЛg","",80,41,39,34
12410,"45204","004008030"," 203.1.  ","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","ЙiЛg","",100,46,54,45
12411,"45204","004008040"," 214.1. 4","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","ЙiЛg","",90,41,49,37
12412,"45204","004009010"," 187.1.  ","Л{НиМІ","УъУмОs","СеОЪЛgЦмХы","РЉГmСЇРмХ”ГPЦм","",163,82,81,65
12413,"45204","006001010"," 219.1. 4","Л{НиМІ","УъУмОs","Н°Тђ","ИкТЪЦЏ","51",22,13,9,8
12414,"45204","006001020"," 219.1. 5","Л{НиМІ","УъУмОs","Н°Тђ","ИкТЪЦЏ","",7,3,4,4
12415,"45204","006001030"," 219.1. 1","Л{НиМІ","УъУмОs","Н°Тђ","ИкТЪЦЏ","51",39,14,25,19
12416,"45204","006001040"," 219.1. 2","Л{НиМІ","УъУмОs","Н°Тђ","ИкТЪЦЏ","51",20,10,10,8
12417,"45204","006001050"," 219.1. 3","Л{НиМІ","УъУмОs","Н°Тђ","ИкТЪЦЏ","",29,15,14,10
12418,"45204","006002010"," 220.1. 3","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","",5,2,3,3
12419,"45204","006002020"," 220.1. 4","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","",26,13,13,10
12420,"45204","006002030"," 221.1.  ","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","51",117,41,76,57
12421,"45204","006002040"," 220.1. 5","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","51",64,23,41,25
12422,"45204","006002050"," 220.1. 1","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","51",13,7,6,5
12423,"45204","006002060"," 220.1. 2","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","51",35,19,16,17
12424,"45204","006002070"," 218.1. 1","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","51",39,21,18,16
12425,"45204","006002080"," 217.1. 1","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","51",40,19,21,17
12426,"45204","006002090"," 217.1. 2","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","51",43,22,21,17
12427,"45204","006002100"," 218.1. 2","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","",22,12,10,9
12428,"45204","006002110"," 218.1. 3","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","51",25,10,15,11
12429,"45204","006002120"," 218.1. 4","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","51",63,28,35,19
12430,"45204","006002130"," 217.1. 3","Л{НиМІ","УъУмОs","Н°Тђ","УсТЪЦЏ","",17,9,8,9
12431,"45204","007002010"," 236.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","РмМь","",94,45,49,52
12432,"45204","007002020"," 236.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","РмМь","",59,27,32,23
12433,"45204","007003090"," 260.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","ЙЉЙЃНu","51",82,39,43,41
12434,"45204","007003100"," 248.1.  ","Л{НиМІ","УъУмОs","СеОЪРѓСq","ЙЉЙЃНu","",121,62,59,60
12435,"45204","007003110"," 247.1. 6","Л{НиМІ","УъУмОs","СеОЪРѓСq","ЙЉЙЃНu","51",76,29,47,32
12436,"45204","007003130"," 262.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","ЙЉЙЃНu","",49,22,27,22
12437,"45204","007004030"," 257.1. 3","Л{НиМІ","УъУмОs","СеОЪРѓСq","ОяЙёФцГPЦм","",13,6,7,8
12438,"45204","007004040"," 257.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","ОяЙёФцГPЦм","",99,45,54,40
12439,"45204","007004050"," 258.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","ОяЙёФцГPЦм","51",53,26,27,25
12440,"45204","007004060"," 258.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","ОяЙёФцГPЦм","51",29,13,16,16
12441,"45204","007004070"," 258.1. 3","Л{НиМІ","УъУмОs","СеОЪРѓСq","ОяЙёФцГPЦм","51",29,15,14,14
12442,"45204","007004080"," 257.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","ОяЙёФцГPЦм","",9,4,5,6
12443,"45204","007004090"," 259.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","ОяЙёФцГPЦм","",30,14,16,17
12444,"45204","007004100"," 259.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","ОяЙёФцГPЦм","",14,7,7,7
12445,"45204","007004110"," 260.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","ОяЙёФцГPЦм","",55,27,28,19
12446,"45204","007004120"," 259.1. 3","Л{НиМІ","УъУмОs","СеОЪРѓСq","ОяЙёФцГPЦм","51",104,53,51,44
12447,"45204","007006010"," 256.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","МьМі","",14,3,11,5
12448,"45204","007006020"," 256.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","МьМі","",74,37,37,33
12449,"45204","007006030"," 256.1. 3","Л{НиМІ","УъУмОs","СеОЪРѓСq","МьМі","51",22,8,14,12
12450,"45204","007006040"," 257.1. 4","Л{НиМІ","УъУмОs","СеОЪРѓСq","МьМі","51",28,12,16,12
12451,"45204","007007010"," 261.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","",44,17,27,25
12452,"45204","007007020"," 261.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","51",92,46,46,35
12453,"45204","007007030"," 262.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","",107,51,56,38
12454,"45204","007007040"," 265.2.  ","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","",-,-,-,-
12455,"45204","007007051"," 266.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","",120,61,59,43
12456,"45204","007007052"," 275.4.  ","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","",64,13,51,1
12457,"45204","007007060"," 274.1.  ","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","",107,53,54,39
12458,"45204","007007070"," 266.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","",34,16,18,20
12459,"45204","007007080"," 268.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","",105,53,52,42
12460,"45204","007007090"," 268.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","",23,10,13,11
12461,"45204","007007100"," 269.1.  ","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","",139,60,79,54
12462,"45204","007007111"," 270.1.  ","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","",117,52,65,44
12463,"45204","007007112"," 271.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","УмХљ","",203,94,109,44
12464,"45204","007008010"," 310.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","РѓСqОRР£","",52,25,27,23
12465,"45204","007008050"," 307.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","РѓСqОRР£","",-,-,-,-
12466,"45204","007008060"," 307.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","РѓСqОRР£","",-,-,-,-
12467,"45204","007008160"," 272.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","РѓСqОRР£","",77,35,42,35
12468,"45204","007008170"," 272.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","РѓСqОRР£","",74,43,31,32
12469,"45204","007008340"," 271.1. 2","Л{НиМІ","УъУмОs","СеОЪРѓСq","РѓСqОRР£","",58,29,29,23
12470,"45204","007009010"," 251.1. 1","Л{НиМІ","УъУмОs","СеОЪРѓСq","УММхОЫ","",3,1,2,1
12471,"45204","007009020"," 276.1. 5","Л{НиМІ","УъУмОs","СеОЪРѓСq","УММхОЫ","",4,2,2,2
12472,"45204","007011010"," 263.1.  ","Л{НиМІ","УъУмОs","СеОЪРѓСq","УсВћКџТcТn","",110,55,55,47
12473,"45204","007011020"," 264.1.  ","Л{НиМІ","УъУмОs","СеОЪРѓСq","УсВћКџТcТn","",138,68,70,55
12474,"45204","008001010"," 255.1. 4","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","",19,9,10,8
12475,"45204","008001020"," 255.1. 3","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","51",25,12,13,11
12476,"45204","008001030"," 255.1. 2","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","51",29,10,19,12
12477,"45204","008001040"," 255.1. 1","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","51",18,8,10,6
12478,"45204","008001050"," 254.1. 5","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","51",31,14,17,12
12479,"45204","008001060"," 255.1. 5","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","51",23,10,13,12
12480,"45204","008001070"," 255.1. 6","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","51",15,7,8,8
12481,"45204","008001080"," 253.1. 6","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","",3,-,3,3
12482,"45204","008001090"," 254.1. 4","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","51",13,5,8,6
12483,"45204","008001100"," 254.1. 3","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","51",29,9,20,11
12484,"45204","008001110"," 254.1. 2","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","51",37,13,24,14
12485,"45204","008001120"," 254.1. 1","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","",18,8,10,11
12486,"45204","008001130"," 253.1. 5","Л{НиМІ","УъУмОs","РѓСq","ИкТЪЦЏ","",9,5,4,3
12487,"45204","008002010"," 253.1. 7","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",27,15,12,14
12488,"45204","008002020"," 253.1. 8","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",9,5,4,4
12489,"45204","008002030"," 253.1. 9","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",1,-,1,1
12490,"45204","008002040"," 253.1. 4","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","",26,12,14,13
12491,"45204","008002050"," 253.1. 3","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",2,1,1,1
12492,"45204","008002060"," 253.1. 2","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",20,9,11,12
12493,"45204","008002070"," 252.1. 3","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",12,4,8,5
12494,"45204","008002080"," 253.1. 1","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",25,11,14,10
12495,"45204","008002090"," 252.1. 9","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",36,15,21,12
12496,"45204","008002100"," 252.1. 1","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",25,13,12,8
12497,"45204","008002110"," 252.1. 2","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",17,4,13,9
12498,"45204","008002120"," 252.1. 4","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","",11,6,5,6
12499,"45204","008002130"," 252.1. 5","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","",12,5,7,4
12500,"45204","008002140"," 252.1. 7","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",19,9,10,7
12501,"45204","008002150"," 252.1. 8","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",6,2,4,2
12502,"45204","008002160"," 252.1. 6","Л{НиМІ","УъУмОs","РѓСq","УсТЪЦЏ","51",14,5,9,4
12503,"45204","008003010"," 237.1. 5","Л{НиМІ","УъУмОs","РѓСq","ОOТЪЦЏ","51",22,10,12,15
12504,"45204","008003020"," 237.1. 4","Л{НиМІ","УъУмОs","РѓСq","ОOТЪЦЏ","51",14,7,7,8
12505,"45204","008003030"," 238.1. 1","Л{НиМІ","УъУмОs","РѓСq","ОOТЪЦЏ","51",19,9,10,9
12506,"45204","008003040"," 237.1. 3","Л{НиМІ","УъУмОs","РѓСq","ОOТЪЦЏ","51",43,23,20,19
12507,"45204","008003050"," 237.1. 1","Л{НиМІ","УъУмОs","РѓСq","ОOТЪЦЏ","51",16,8,8,5
12508,"45204","008003060"," 237.1. 2","Л{НиМІ","УъУмОs","РѓСq","ОOТЪЦЏ","",14,5,9,5
12509,"45204","008003070"," 239.1. 1","Л{НиМІ","УъУмОs","РѓСq","ОOТЪЦЏ","51",28,16,12,16
